0;0,199966428
1;0,220438608
2;0,092267456
3;0,936379212
4;0,208948397
5;0,179477105
6;0
7;0,584415315
8;0,810529341
9;0,386265736
10;0,521296029
11;0
12;0,694151687
13;0
14;0,936379212
15;0,653186422
16;0,467379118
17;0,870124988
18;0,646851683
19;0,770440327
20;0,242076254
21;0
22;0,918819494
23;0,294983197
24;0,456736249
25;0,26956644
26;0
27;0,614375855
28;0,936379212
29;0,094788364
30;0,833329652
31;0,082907138
32;0,348392648
33;0,792079726
34;0,242076254
35;0
36;0,72951058
37;0,758528844
38;0
39;0,5061451
40;0,331337444
41;0,24980443
42;0
43;0,591226241
44;0,510351551
45;0,750648605
46;0,496530911
47;0
48;0,613147193
49;0,462563677
50;0
51;0
52;0
53;0,39038005
54;0,661350235
55;0,221193413
56;0,613147193
57;0,274876333
58;0
59;0,026772712
