0,0.18396047001010782
1,0.2696339695964887
2,0.14821134794280744
3,0.92661094857975
4,0.637851294696865
5,0.17929405233867773
6,0.0
7,0.5642506396472098
8,0.694935164215022
9,0.36164720565431563
10,0.41311732856428
11,0.0
12,0.47424038660072515
13,0.3184428095511485
14,0.9573476954303488
15,0.4595947854464685
16,0.32170333919599264
17,0.6166748044689012
18,0.40906487818985515
19,0.810256484117416
20,0.0
21,0.0
22,0.7882342616404109
23,0.0
24,0.900477956004147
25,0.5387982959654413
26,0.0
27,0.494940678387712
28,0.8660886590035398
29,0.0738635600669558
30,0.703764360960863
31,0.0
32,0.329812764632403
33,0.9314284488545623
34,0.0
35,0.6131471927654585
36,0.32842218783157573
37,0.7181695243377931
38,0.43067655807339306
39,0.3648831782271386
40,0.5280537285377023
41,0.2510792455508018
42,0.0
43,0.5912262409677851
44,0.41028603624112525
45,0.5745168941836284
46,0.3945617378916885
47,0.2840156791447285
48,0.20438239758848614
49,0.39648315146087865
50,0.3010299956639812
51,0.0
52,0.0
53,0.0
54,0.5381142453229508
55,0.05520452905526725
56,0.2640681225725909
57,0.4123144993714363
58,0.1885491880494315
59,0.17105855618888458
