0,0.24796344236701715
1,0.2059431133083263
2,0.19606494210184336
3,0.17351158767451677
4,0.30412492965837795
5,0.054463330359178046
6,0.23137821315975915
7,0.6122533535962674
8,0.4967105728753997
9,0.609296587391346
10,0.0
11,0.0
12,0.2906682798746214
13,0.39899900498264185
14,0.3550482793659802
15,0.0834356611907719
16,0.4031783537991196
17,0.39944642289354165
18,0.03705317160294295
19,0.40287615968136475
20,0.1498105170174278
21,0.0
22,0.6130823283672311
23,0.06997573029848123
24,0.5716481027199171
25,0.2144762264234884
26,0.1267960266505306
27,0.3861321165020124
28,0.18546405658492587
29,0.0
30,0.3071334417935105
31,0.0
32,0.3164943062496601
33,0.5455719863707292
34,0.059224086758364665
35,0.1500067931083378
36,0.1293429017127589
37,0.6972497930396202
38,0.3562071871080222
39,0.18351296464235506
40,0.28297002180776165
41,0.0
42,0.0
43,0.3091628424709448
44,0.48768698657758763
45,0.46968456115336227
46,0.08853568348143874
47,0.3619747470698875
48,0.14704034066641017
49,0.14292945081808944
50,0.6309297535714574
51,0.0
52,0.0
53,0.09550669086270785
54,0.16070908880318036
55,0.1487187585689994
56,0.30657359638272924
57,0.44314606150396585
58,0.5837370529062528
59,0.49949604177649387
