0,0.1159107451953285
1,0.3038206712847546
2,0.15011008212705804
3,0.9363792118010483
4,0.4642370678689237
5,0.06625422345438903
6,0.0
7,0.8412778280491846
8,0.9744325962775484
9,0.5159856510220715
10,0.41311732856428
11,0.0
12,0.33993727588634626
13,0.0
14,0.8438042492186786
15,0.34369669139214537
16,0.21726071285222984
17,0.3950334884498559
18,0.11115951480882885
19,0.884113699148598
20,0.2809436351950179
21,0.0
22,1.024365207079096
23,0.0
24,0.6887198068716547
25,0.350189867147216
26,0.3559614495147142
27,0.3448756648207799
28,0.9363792118010483
29,0.0
30,0.789651367602328
31,0.0
32,0.5992397983790064
33,0.843020401267567
34,0.0
35,0.6131471927654585
36,0.3107045191193943
37,0.9825803443107822
38,0.3333333333333333
39,0.365694947877802
40,0.4031295187993801
41,0.22599810803035286
42,0.0
43,0.6471795749456026
44,0.501749354207772
45,0.726228491816935
46,0.3757677525932109
47,0.2840156791447285
48,0.18457569677956817
49,0.39648315146087865
50,0.3333333333333333
51,0.0
52,0.0
53,0.0
54,0.5326235826605002
55,0.0
56,0.2184074368181642
57,0.5546406709327601
58,0.6041764599114117
59,0.08526623856596234
