0,0.18396047001010782
1,0.28376935432250994
2,0.23524608004734981
3,0.8718117674674752
4,0.637851294696865
5,0.2797528971835772
6,0.0
7,0.5642506396472098
8,0.694935164215022
9,0.36164720565431563
10,0.52129602861432
11,0.0
12,0.6152934151762578
13,0.3184428095511485
14,0.9676617088516802
15,0.4595947854464685
16,0.46294728145798736
17,0.5774635191945853
18,0.4169603138748179
19,0.7782912047706156
20,0.36975661139389926
21,0.0
22,0.7913730030764601
23,0.0
24,0.9203150289737942
25,0.5083152976269152
26,0.0
27,0.546750511843675
28,0.7873611989440604
29,0.0738635600669558
30,0.6941896895382615
31,0.0
32,0.27318916308460184
33,0.9379439239711022
34,0.16803351324944532
35,0.6131471927654585
36,0.5163615713694664
37,0.8495443042292499
38,0.43067655807339306
39,0.3648831782271386
40,0.6356048416848004
41,0.2510792455508018
42,0.0
43,0.6766072704028552
44,0.46212634346979176
45,0.5745168941836284
46,0.37141684115933143
47,0.2840156791447285
48,0.20438239758848614
49,0.4882207145938469
50,0.3010299956639812
51,0.0
52,0.0
53,0.09361800268759639
54,0.625893802961628
55,0.10510773213172699
56,0.41735492076395553
57,0.4123144993714363
58,0.28292007008397224
59,0.2585674224345247
